ruler,frequency,roi_2.numLooks,key_resp_5.keys,rdtDropTime,rdtPressTime,reactionPress.keys,participant,block_number,fixation_cond,trialNumber,rt,identifier
RG,High,18,None,4,4.450310200001695,g,21542,2,peripheral,18,450.3102000016952,21542_2
RG,Low,124,space,2,2.300985399997444,g,21542,2,peripheral,19,300.9853999974439,21542_2
RG,High,1,None,3.0000000000000004,3.4011914000002434,g,21542,2,peripheral,20,401.191400000243,21542_2
BW,Low,5,None,1.5,1.783632899998338,g,21542,2,peripheral,21,283.63289999833796,21542_2
BW,High,5,None,2.5,2.800604400006705,g,21542,2,peripheral,22,300.60440000670496,21542_2
BW,Low,1,None,3.5,3.8174043000035454,g,21542,2,peripheral,23,317.4043000035458,21542_2
RG,Low,14,None,2.5,2.8507031000044663,g,21542,2,peripheral,24,350.70310000446625,21542_2
RG,Low,7,None,1,1.300919300003443,g,21542,2,peripheral,25,300.9193000034429,21542_2
RG,Low,1,space,1,1.3170897000090918,g,21542,2,peripheral,29,317.08970000909176,21542_2
BW,High,1,space,1,1.3002370999893174,g,21542,2,peripheral,30,300.23709998931736,21542_2
BW,Low,1,space,6.5,6.783889800004545,g,21542,2,peripheral,31,283.88980000454467,21542_2
RG,High,1,space,6.5,6.900795700013987,g,21542,2,peripheral,32,400.7957000139868,21542_2
BW,Low,1,None,2.5,2.78381150000496,g,21542,1,central,1,283.81150000495836,21542_1
BW,High,1,None,1.5,1.85004049999407,g,21542,1,central,2,350.0404999940656,21542_1
BW,Low,1,None,1.5,1.81732499999634,g,21542,1,central,3,317.3249999963448,21542_1
RG,Low,1,None,7.500000000000001,7.91672369999287,g,21542,1,central,4,416.72369999287093,21542_1
BW,High,1,None,1,1.28396260000591,g,21542,1,central,5,283.962600005907,21542_1
RG,High,1,None,1,1.33408280000731,g,21542,1,central,6,334.08280000730883,21542_1
RG,High,1,None,4,4.38358270000026,g,21542,1,central,7,383.58270000026096,21542_1
RG,Low,1,None,6,6.26713849999942,g,21542,1,central,8,267.13849999941885,21542_1
BW,High,1,None,2.5,2.75075399999332,g,21542,1,central,9,250.75399999332103,21542_1
RG,Low,1,None,4,4.30086889999802,g,21542,1,central,10,300.86889999802224,21542_1
RG,High,1,None,8,8.36782539999695,g,21542,1,central,11,367.82539999694563,21542_1
BW,Low,1,None,3.5,3.78335310000693,g,21542,1,central,12,283.35310000693426,21542_1
BW,High,3,None,1,1.31693649999215,g,21542,1,central,13,316.9364999921529,21542_1
BW,Low,1,None,4.500000000000001,4.75085669998953,g,21542,1,central,14,250.85669998952653,21542_1
RG,Low,4,None,8,8.26676110000699,g,21542,1,central,15,266.7611000069883,21542_1
RG,High,1,None,1.5,1.85041460000502,g,21542,1,central,16,350.4146000050239,21542_1
RG,High,1,None,1,1.35013999999501,g,21542,1,central,17,350.1399999950081,21542_1
RG,Low,1,None,2,2.26705239999865,g,21542,1,central,18,267.05239999864716,21542_1
RG,High,1,None,6,6.33421600000293,g,21542,1,central,19,334.2160000029253,21542_1
RG,Low,10,None,2,2.3166029999993,g,21542,1,central,20,316.6029999993043,21542_1
BW,Low,17,None,1.5,1.75050249999913,g,21542,1,central,21,250.5024999991292,21542_1
BW,Low,1,None,2,2.21815210000204,g,21542,1,central,22,218.15210000204388,21542_1
BW,High,1,None,5.5,5.78337229999306,g,21542,1,central,23,283.37229999306146,21542_1
BW,High,88,space,3.5,3.8504460999975,g,21542,1,central,24,350.4460999974981,21542_1
RG,Low,36,None,1.5,1.78473260000465,g,21542,1,central,25,284.73260000464506,21542_1
BW,Low,96,None,1.5,1.8177352000057,g,21542,1,central,26,317.7352000057001,21542_1
BW,High,1,space,1,1.29999799998768,g,21542,1,central,27,299.9979999876814,21542_1
RG,Low,2,space,2.5,2.78405620000558,g,21542,1,central,28,284.0562000055802,21542_1
BW,Low,1,space,5.5,5.7509343999991,g,21542,1,central,30,250.93439999909606,21542_1
RG,High,4,space,2.5,2.88357590000669,g,21542,1,central,31,383.57590000669006,21542_1
RG,High,1,space,4.999999999999999,5.45138220000081,g,21542,1,central,32,451.38220000080855,21542_1
RG,Low,0,space,6,6.35046210000291,g,21541,4,peripheral,1,350.46210000291467,21541_4
BW,High,1,space,1.5,1.81774249998853,g,21541,4,peripheral,2,317.7424999885261,21541_4
BW,High,1,space,4,4.28402749996167,g,21541,4,peripheral,3,284.02749996166676,21541_4
RG,Low,0,space,1,1.35159179999027,g,21541,4,peripheral,4,351.591799990274,21541_4
RG,High,1,space,1.5,1.85062529996503,g,21541,4,peripheral,5,350.6252999650317,21541_4
BW,Low,1,space,1.5,1.85107210010756,g,21541,4,peripheral,6,351.07210010755807,21541_4
BW,Low,1,space,4.500000000000001,4.86788689997047,g,21541,4,peripheral,7,367.88689997047095,21541_4
RG,High,1,space,4.500000000000001,4.89856720005628,g,21541,4,peripheral,8,398.5672000562763,21541_4
BW,Low,1,space,2,2.40047859994229,g,21541,4,peripheral,9,400.4785999422893,21541_4
RG,Low,0,space,2,2.33306470001116,g,21541,4,peripheral,10,333.06470001116395,21541_4
BW,Low,1,space,6,6.33360239991452,g,21541,4,peripheral,11,333.60239991452454,21541_4
BW,High,1,space,4.500000000000001,4.81719440000597,g,21541,4,peripheral,12,317.19440000597297,21541_4
RG,Low,1,space,1,1.33354050002526,g,21541,4,peripheral,13,333.5405000252649,21541_4
RG,High,4,space,4.999999999999999,5.283847099985,g,21541,4,peripheral,14,283.84709998499693,21541_4
RG,High,1,space,2.5,2.81795589998364,g,21541,4,peripheral,15,317.9558999836445,21541_4
BW,High,1,space,3.5,3.83464739995543,g,21541,4,peripheral,16,334.64739995542914,21541_4
RG,Low,1,space,1,1.35098149999976,g,21541,4,peripheral,17,350.9814999997616,21541_4
RG,Low,5,space,3.5,3.7680036999518,g,21541,4,peripheral,18,268.0036999518052,21541_4
BW,Low,1,space,7.500000000000001,7.79986530006863,g,21541,4,peripheral,20,299.86530006863086,21541_4
BW,High,1,space,1.5,1.83508349990007,g,21541,4,peripheral,21,335.08349990006514,21541_4
BW,Low,0,space,2,2.26773850002792,g,21541,4,peripheral,22,267.7385000279173,21541_4
BW,High,1,space,8,8.3169016999891,g,21541,4,peripheral,24,316.9016999891028,21541_4
RG,High,1,space,4,4.35095510003157,g,21541,4,peripheral,25,350.9551000315696,21541_4
RG,Low,1,space,1,1.35114019992761,g,21541,4,peripheral,26,351.14019992761314,21541_4
RG,Low,1,space,2.5,2.80110759998206,g,21541,4,peripheral,27,301.1075999820605,21541_4
BW,Low,1,space,2.5,2.76690970000345,g,21541,4,peripheral,28,266.9097000034526,21541_4
BW,Low,1,space,1,1.26772580004763,g,21541,4,peripheral,29,267.7258000476286,21541_4
BW,High,1,space,1,1.31715309992433,g,21541,4,peripheral,30,317.15309992432594,21541_4
BW,High,0,space,1,1.31753310002387,g,21541,4,peripheral,31,317.5331000238657,21541_4
RG,High,0,space,1,1.35028150002472,g,21541,4,peripheral,32,350.281500024721,21541_4
BW,High,1,space,2.5,2.81714669999201,g,21541,3,central,2,317.1466999920085,21541_3
BW,Low,2,space,7.500000000000001,7.81751560000703,g,21541,3,central,3,317.5156000070265,21541_3
RG,Low,0,space,1.5,1.8672518999083,g,21541,3,central,4,367.25189990829676,21541_3
RG,High,1,space,2,2.35131479997654,g,21541,3,central,5,351.31479997653514,21541_3
BW,High,0,space,7,7.28367050003726,g,21541,3,central,6,283.67050003726035,21541_3
RG,Low,0,space,2,2.36716530006379,g,21541,3,central,7,367.1653000637889,21541_3
BW,Low,0,space,2.5,2.78322250000201,g,21541,3,central,8,283.2225000020121,21541_3
BW,High,0,space,1.5,1.88367500004824,g,21541,3,central,9,383.6750000482425,21541_3
RG,High,1,space,3.0000000000000004,3.40022619999945,g,21541,3,central,10,400.22619999945164,21541_3
BW,High,0,space,2,2.30156250006985,g,21541,3,central,11,301.5625000698492,21541_3
RG,High,0,space,3.0000000000000004,3.35054330003913,g,21541,3,central,12,350.54330003913446,21541_3
BW,Low,1,space,6,6.26773310010321,g,21541,3,central,13,267.7331001032144,21541_3
RG,Low,1,space,1.5,1.83424170000944,g,21541,3,central,14,334.24170000944287,21541_3
RG,Low,1,space,5.5,5.85117290006019,g,21541,3,central,15,351.17290006019175,21541_3
BW,Low,0,space,2,2.25115769996773,g,21541,3,central,16,251.15769996773452,21541_3
RG,High,2,space,8,8.45122199994512,g,21541,3,central,17,451.221999945119,21541_3
BW,Low,0,space,1.5,1.80179119994864,g,21541,3,central,18,301.7911999486389,21541_3
BW,High,0,space,6,6.30041340005118,g,21541,3,central,19,300.413400051184,21541_3
BW,High,2,space,8,8.30117839993909,g,21541,3,central,20,301.17839993909,21541_3
RG,Low,1,space,2.5,2.8176453000633,g,21541,3,central,21,317.6453000633046,21541_3
BW,Low,0,space,3.5,3.83347429998685,g,21541,3,central,22,333.4742999868472,21541_3
RG,High,0,space,7,7.36756479996257,g,21541,3,central,23,367.5647999625653,21541_3
RG,Low,3,space,6.5,6.80043209996074,g,21541,3,central,24,300.4320999607444,21541_3
RG,High,0,space,1.5,1.96659820002969,g,21541,3,central,25,466.5982000296931,21541_3
BW,High,0,space,1,1.33474870002829,g,21541,3,central,26,334.7487000282854,21541_3
BW,Low,1,space,2,2.28372659999877,g,21541,3,central,27,283.72659999877214,21541_3
BW,Low,0,space,4,4.25073710002471,g,21541,3,central,28,250.73710002470762,21541_3
RG,High,0,space,1.5,1.80040429998189,g,21541,3,central,29,300.4042999818921,21541_3
RG,Low,0,space,3.5,3.85075340000913,g,21541,3,central,30,350.75340000912547,21541_3
RG,Low,0,space,1,1.30107459996361,g,21541,3,central,31,301.07459996361285,21541_3
BW,High,1,space,6.5,6.80049030005466,g,21541,3,central,32,300.49030005466193,21541_3
RG,High,0,space,1,1.48341770004481,g,21541,2,central,1,483.4177000448108,21541_2
BW,High,0,space,1,1.33331549994182,g,21541,2,central,2,333.3154999418184,21541_2
RG,Low,0,space,1.5,1.83439900004305,g,21541,2,central,3,334.3990000430492,21541_2
BW,Low,0,space,3.0000000000000004,3.28345969994552,g,21541,2,central,4,283.4596999455239,21541_2
RG,High,0,space,4.500000000000001,4.90026350005064,g,21541,2,central,5,400.2635000506407,21541_2
BW,High,0,space,1,1.30094480002299,g,21541,2,central,6,300.9448000229895,21541_2
BW,Low,0,space,1.5,1.75086439994629,g,21541,2,central,7,250.86439994629472,21541_2
RG,Low,0,space,5.5,5.80064299993683,g,21541,2,central,8,300.6429999368265,21541_2
RG,Low,1,space,1,1.30042740004137,g,21541,2,central,9,300.4274000413716,21541_2
RG,High,0,space,1,1.36697590001859,g,21541,2,central,10,366.9759000185877,21541_2
BW,Low,0,space,1,1.35107520001475,g,21541,2,central,11,351.0752000147477,21541_2
RG,Low,0,space,2,2.26731009990908,g,21541,2,central,12,267.31009990908206,21541_2
BW,Low,0,space,2.5,2.76706929993816,g,21541,2,central,14,267.0692999381572,21541_2
RG,High,0,space,1,1.351578499889,g,21541,2,central,15,351.57849988900125,21541_2
BW,High,0,space,1,1.28420609992463,g,21541,2,central,16,284.2060999246314,21541_2
RG,Low,0,space,1.5,1.80080820003059,g,21541,2,central,17,300.8082000305876,21541_2
RG,High,0,space,2,2.41767679993063,g,21541,2,central,18,417.6767999306321,21541_2
BW,Low,0,space,1,1.25084530003369,g,21541,2,central,19,250.84530003368832,21541_2
BW,High,0,space,2,2.2841282999143,g,21541,2,central,21,284.12829991430044,21541_2
RG,Low,0,space,1,1.3339052000083,g,21541,2,central,22,333.9052000083029,21541_2
BW,Low,0,space,4,4.25014550006017,g,21541,2,central,23,250.1455000601709,21541_2
BW,High,0,space,1,1.3844377999194,g,21541,2,central,24,384.43779991939664,21541_2
BW,Low,0,space,1,1.25066949997563,g,21541,2,central,25,250.66949997562915,21541_2
RG,Low,0,space,1.5,1.83348349994048,g,21541,2,central,26,333.48349994048476,21541_2
RG,High,0,space,1.5,1.90093030000571,g,21541,2,central,27,400.93030000571207,21541_2
BW,High,0,space,4.500000000000001,4.80141369998455,g,21541,2,central,28,301.4136999845505,21541_2
BW,High,0,space,1.5,1.93389660003595,g,21541,2,central,29,433.8966000359503,21541_2
BW,Low,0,space,1,1.23382800002582,g,21541,2,central,30,233.82800002582348,21541_2
RG,Low,0,space,2.5,2.86666020005941,g,21541,2,central,31,366.6602000594139,21541_2
RG,High,1,space,3.0000000000000004,3.35044909990393,g,21541,2,central,32,350.4490999039258,21541_2
RG,High,28,space,1.5,1.91728349996265,g,21541,1,peripheral,1,417.28349996265047,21541_1
RG,Low,1,space,2,2.31688439997379,g,21541,1,peripheral,2,316.8843999737878,21541_1
BW,High,1,space,2.5,2.90036269999109,g,21541,1,peripheral,3,400.3626999910921,21541_1
RG,Low,2,space,2.5,2.88437159999739,g,21541,1,peripheral,4,384.3715999973938,21541_1
RG,High,4,space,4,4.41745089995675,g,21541,1,peripheral,5,417.4508999567479,21541_1
BW,Low,0,space,1,1.35051269992255,g,21541,1,peripheral,6,350.51269992254674,21541_1
BW,High,0,space,4.999999999999999,5.45068800006993,g,21541,1,peripheral,7,450.68800006993206,21541_1
BW,Low,1,space,1,1.25045210006647,g,21541,1,peripheral,8,250.4521000664679,21541_1
BW,Low,0,space,3.5,3.8003545999527,g,21541,1,peripheral,9,300.35459995269775,21541_1
RG,High,3,space,1,1.31756130000576,g,21541,1,peripheral,10,317.56130000576377,21541_1
BW,Low,6,space,3.5,3.81742979993578,g,21541,1,peripheral,11,317.4297999357809,21541_1
RG,Low,0,space,2.5,2.76699029991869,g,21541,1,peripheral,12,266.99029991868883,21541_1
RG,Low,0,space,2,2.33424220001325,g,21541,1,peripheral,13,334.2422000132501,21541_1
RG,High,0,space,2,2.41722530010156,g,21541,1,peripheral,14,417.2253001015638,21541_1
BW,High,0,space,1,1.33476279990282,g,21541,1,peripheral,15,334.7627999028191,21541_1
BW,High,1,space,6.5,6.80068230000325,g,21541,1,peripheral,16,300.6823000032455,21541_1
BW,High,1,space,4.500000000000001,4.80048589990474,g,21541,1,peripheral,17,300.4858999047419,21541_1
BW,High,5,space,2,2.33415300003253,g,21541,1,peripheral,18,334.1530000325288,21541_1
RG,Low,3,space,3.5,3.78325749991927,g,21541,1,peripheral,19,283.25749991927296,21541_1
BW,Low,2,space,1.5,1.81678519991692,g,21541,1,peripheral,20,316.78519991692156,21541_1
RG,Low,1,space,1,1.31767130002845,g,21541,1,peripheral,22,317.6713000284508,21541_1
RG,High,1,space,7.500000000000001,7.90072470006999,g,21541,1,peripheral,23,400.7247000699854,21541_1
BW,Low,1,space,1.5,1.81739520002156,g,21541,1,peripheral,24,317.39520002156496,21541_1
RG,Low,4,space,3.0000000000000004,3.50066460005473,g,21541,1,peripheral,25,500.66460005473255,21541_1
RG,High,3,space,4.500000000000001,4.85143230005633,g,21541,1,peripheral,26,351.43230005632995,21541_1
RG,High,0,space,5.5,5.85123739996925,g,21541,1,peripheral,27,351.23739996924996,21541_1
BW,Low,1,space,2,2.2848595000105,g,21541,1,peripheral,28,284.85950001049787,21541_1
RG,Low,1,space,3.5,3.78430339996703,g,21541,1,peripheral,29,284.3033999670297,21541_1
BW,Low,1,space,5.5,5.95066590001807,g,21541,1,peripheral,30,450.66590001806617,21541_1
BW,High,1,space,1,1.33373229997233,g,21541,1,peripheral,31,333.73229997232556,21541_1
BW,High,1,space,1.5,1.8844610999804,g,21541,1,peripheral,32,384.461099980399,21541_1
RG,Low,1,None,1.5,1.85014769999543,g,21540,4,central,1,350.14769999543205,21540_4
RG,Low,1,None,3.5,3.75083159998758,g,21540,4,central,3,250.83159998757765,21540_4
BW,High,1,None,2,2.33477039996069,g,21540,4,central,4,334.7703999606888,21540_4
RG,High,1,None,1.5,1.91657870000927,g,21540,4,central,5,416.578700009268,21540_4
BW,Low,1,None,1,1.30078330001561,g,21540,4,central,6,300.7833000156095,21540_4
RG,High,1,None,4.500000000000001,4.85108749999199,g,21540,4,central,7,351.0874999919897,21540_4
BW,Low,1,None,1,1.3500311000389,g,21540,4,central,8,350.0311000389047,21540_4
RG,High,1,None,2,2.36726269999053,g,21540,4,central,9,367.2626999905333,21540_4
BW,Low,2,None,5.5,5.76797099999385,g,21540,4,central,10,267.97099999384955,21540_4
RG,High,1,None,6.5,6.8671073000296,g,21540,4,central,11,367.1073000296019,21540_4
BW,Low,1,None,3.5,3.7671502000303,g,21540,4,central,12,267.15020003030077,21540_4
BW,High,1,None,2,2.35018379997928,g,21540,4,central,13,350.18379997927696,21540_4
BW,High,1,None,5.5,5.80062259995611,g,21540,4,central,14,300.62259995611385,21540_4
RG,Low,1,None,4,4.35040019999724,g,21540,4,central,15,350.4001999972388,21540_4
RG,Low,1,None,2.5,2.85060050000902,g,21540,4,central,16,350.60050000902265,21540_4
BW,Low,2,None,2,2.2337802000111,g,21540,4,central,17,233.7802000110969,21540_4
RG,Low,1,None,1.5,1.85039820004022,g,21540,4,central,18,350.39820004021726,21540_4
RG,High,1,None,2,2.35180229996331,g,21540,4,central,19,351.80229996331036,21540_4
BW,High,1,None,3.0000000000000004,3.31764410005417,g,21540,4,central,20,317.64410005416676,21540_4
BW,Low,1,None,3.0000000000000004,3.23380569997244,g,21540,4,central,21,233.80569997243538,21540_4
RG,Low,1,None,1,1.30045019998215,g,21540,4,central,22,300.4501999821514,21540_4
RG,High,1,None,2,2.36776970000938,g,21540,4,central,23,367.7697000093758,21540_4
BW,High,1,None,6.5,6.8505232000025,g,21540,4,central,24,350.5232000024989,21540_4
RG,High,1,None,1.5,1.85003480000887,g,21540,4,central,25,350.0348000088709,21540_4
RG,Low,1,None,3.0000000000000004,3.33406630001264,g,21540,4,central,26,334.0663000126365,21540_4
BW,High,1,None,1,1.30036330001894,g,21540,4,central,27,300.36330001894385,21540_4
BW,Low,1,None,1,1.21650799998315,g,21540,4,central,28,216.50799998315028,21540_4
BW,Low,1,None,1,1.25091620004969,g,21540,4,central,29,250.91620004968718,21540_4
BW,High,1,None,3.0000000000000004,3.30079690000275,g,21540,4,central,30,300.79690000275104,21540_4
RG,Low,1,None,1.5,1.80112150002969,g,21540,4,central,31,301.1215000296945,21540_4
RG,High,1,None,6,6.35094019997632,g,21540,4,central,32,350.9401999763213,21540_4
BW,High,1,None,3.5,3.86682590004057,g,21540,3,peripheral,1,366.8259000405669,21540_3
RG,Low,6,None,3.0000000000000004,3.3337254000362,g,21540,3,peripheral,2,333.7254000362004,21540_3
RG,High,51,None,1.5,1.88417669996852,g,21540,3,peripheral,3,384.1766999685208,21540_3
BW,Low,122,space,3.0000000000000004,3.23413459997391,g,21540,3,peripheral,4,234.13459997391283,21540_3
BW,High,11,None,3.0000000000000004,3.38324100000318,g,21540,3,peripheral,5,383.24100000318094,21540_3
RG,Low,31,None,1,1.31730360002257,g,21540,3,peripheral,6,317.3036000225693,21540_3
BW,Low,12,None,4.999999999999999,5.31736330001149,g,21540,3,peripheral,7,317.3633000114942,21540_3
RG,High,143,space,1.5,1.86665909999283,g,21540,3,peripheral,8,366.6590999928303,21540_3
RG,Low,3,space,2,2.33379430003697,g,21540,3,peripheral,9,333.7943000369705,21540_3
RG,High,7,space,1.5,1.9681063000462,g,21540,3,peripheral,10,468.10630004620157,21540_3
RG,High,4,space,1.5,1.96752070001094,g,21540,3,peripheral,11,467.5207000109367,21540_3
BW,Low,3,space,8,8.2836127000046,g,21540,3,peripheral,12,283.61270000459626,21540_3
RG,Low,50,space,1,1.33413159998599,g,21540,3,peripheral,13,334.1315999859944,21540_3
BW,High,5,space,1.5,1.8335615999531,g,21540,3,peripheral,15,333.5615999531001,21540_3
BW,Low,1,space,6.5,6.76682949997485,g,21540,3,peripheral,16,266.82949997484684,21540_3
RG,High,3,space,2,2.45104749995517,g,21540,3,peripheral,17,451.04749995516613,21540_3
RG,Low,15,space,1,1.38425329996971,g,21540,3,peripheral,18,384.2532999697139,21540_3
BW,High,4,space,1,1.4343764000223,g,21540,3,peripheral,19,434.3764000223018,21540_3
RG,Low,5,space,2,2.33452910004416,g,21540,3,peripheral,20,334.5291000441648,21540_3
RG,High,3,space,1,1.36651809996692,g,21540,3,peripheral,21,366.51809996692464,21540_3
BW,Low,2,space,2,2.26696459995583,g,21540,3,peripheral,22,266.964599955827,21540_3
BW,High,3,space,2.5,2.83440439996775,g,21540,3,peripheral,23,334.4043999677524,21540_3
BW,Low,5,space,4.500000000000001,4.80041100003291,g,21540,3,peripheral,24,300.4110000329083,21540_3
BW,Low,5,space,2,2.26686100004008,g,21540,3,peripheral,25,266.8610000400804,21540_3
RG,High,1,space,3.0000000000000004,3.34985330002382,g,21540,3,peripheral,26,349.8533000238235,21540_3
RG,Low,0,space,4.500000000000001,4.80055519996677,g,21540,3,peripheral,27,300.55519996676503,21540_3
BW,High,1,space,2,2.28395189996809,g,21540,3,peripheral,28,283.9518999680881,21540_3
RG,High,0,space,4,4.4840864999569,g,21540,3,peripheral,29,484.0864999569021,21540_3
BW,Low,0,space,3.0000000000000004,3.30030909995548,g,21540,3,peripheral,30,300.3090999554838,21540_3
RG,Low,4,space,1,1.3503333000117,g,21540,3,peripheral,31,350.33330001169816,21540_3
BW,High,2,space,4.500000000000001,4.86691790004261,g,21540,3,peripheral,32,366.91790004260747,21540_3
BW,Low,1,None,4.999999999999999,5.25078340002801,g,21540,2,peripheral,1,250.78340002801357,21540_2
RG,High,1,None,1,1.35063180001453,g,21540,2,peripheral,2,350.63180001452565,21540_2
BW,High,1,None,3.0000000000000004,3.36695080000209,g,21540,2,peripheral,3,366.95080000208645,21540_2
RG,High,1,None,3.5,3.90064449998317,g,21540,2,peripheral,4,400.64449998317286,21540_2
RG,Low,1,None,2,2.33314539998537,g,21540,2,peripheral,5,333.1453999853693,21540_2
BW,Low,1,None,3.5,3.76806329999818,g,21540,2,peripheral,6,268.0632999981758,21540_2
RG,Low,1,None,1.5,1.83394320000662,g,21540,2,peripheral,7,333.9432000066156,21540_2
BW,High,1,None,1.5,1.80059269996127,g,21540,2,peripheral,8,300.59269996127114,21540_2
RG,High,1,None,6.5,6.90083189995494,g,21540,2,peripheral,9,400.8318999549374,21540_2
RG,Low,1,None,4,4.30041100003291,g,21540,2,peripheral,10,300.4110000329092,21540_2
BW,High,1,None,1,1.38389359996654,g,21540,2,peripheral,11,383.89359996654093,21540_2
RG,High,1,None,2,2.40022579999641,g,21540,2,peripheral,12,400.22579999640584,21540_2
BW,Low,2,None,1,1.30070219998015,g,21540,2,peripheral,13,300.7021999801509,21540_2
BW,Low,1,None,2.5,2.78406239999458,g,21540,2,peripheral,14,284.06239999458194,21540_2
BW,High,1,None,1.5,1.85053030005656,g,21540,2,peripheral,15,350.5303000565616,21540_2
RG,Low,1,None,2.5,2.8675404000096,g,21540,2,peripheral,16,367.5404000096023,21540_2
RG,High,1,None,4,4.48381479998352,g,21540,2,peripheral,17,483.81479998352006,21540_2
RG,Low,1,None,1,1.39995410002302,g,21540,2,peripheral,18,399.9541000230238,21540_2
RG,High,1,None,2,2.4167578999768,g,21540,2,peripheral,19,416.7578999768011,21540_2
RG,Low,1,None,6.5,6.83353840000927,g,21540,2,peripheral,20,333.5384000092745,21540_2
BW,High,2,None,1,1.48419280000962,g,21540,2,peripheral,22,484.19280000962317,21540_2
BW,Low,1,None,3.5,3.76675820001401,g,21540,2,peripheral,23,266.7582000140101,21540_2
BW,Low,1,None,1,1.25003420002759,g,21540,2,peripheral,24,250.03420002758503,21540_2
BW,High,1,None,2.5,2.8004607000039,g,21540,2,peripheral,25,300.4607000038959,21540_2
RG,Low,1,None,7,7.33406629995443,g,21540,2,peripheral,26,334.06629995442927,21540_2
BW,Low,1,None,1,1.28506209998159,g,21540,2,peripheral,27,285.0620999815874,21540_2
BW,Low,1,None,1.5,1.85072570003103,g,21540,2,peripheral,28,350.7257000310344,21540_2
RG,Low,1,None,3.5,3.85025550000137,g,21540,2,peripheral,29,350.2555000013672,21540_2
RG,High,1,None,2.5,2.88430470001185,g,21540,2,peripheral,30,384.30470001185313,21540_2
BW,High,1,None,3.5,3.81670400005532,g,21540,2,peripheral,31,316.70400005532383,21540_2
RG,High,1,None,4.999999999999999,5.43332979996921,g,21540,2,peripheral,32,433.32979996921586,21540_2
BW,Low,1,None,3.5,3.7994964999961667,g,21540,1,central,1,299.49649999616713,21540_1
BW,High,1,None,3.0000000000000004,3.2508594000246376,g,21540,1,central,2,250.85940002463713,21540_1
RG,High,1,None,6.5,6.866966600005981,g,21540,1,central,3,366.9666000059806,21540_1
RG,High,1,None,1,1.4172752000158653,g,21540,1,central,4,417.27520001586527,21540_1
BW,Low,1,None,2,2.317198700038716,g,21540,1,central,5,317.1987000387162,21540_1
RG,Low,1,None,3.0000000000000004,3.283416300022509,g,21540,1,central,6,283.4163000225085,21540_1
RG,Low,1,None,1,1.299915699986741,g,21540,1,central,7,299.91569998674095,21540_1
BW,High,1,None,2.5,2.883653900003992,g,21540,1,central,8,383.653900003992,21540_1
BW,High,1,None,1,1.249947100004647,g,21540,1,central,9,249.94710000464693,21540_1
RG,Low,1,None,8,8.25012969999807,g,21540,1,central,10,250.12969999806955,21540_1
RG,Low,1,None,2.5,2.8176776000182144,g,21540,1,central,11,317.67760001821443,21540_1
BW,High,1,None,1,1.2674714000313543,g,21540,1,central,12,267.4714000313545,21540_1
RG,High,1,None,3.5,3.901590599969495,g,21540,1,central,13,401.5905999694951,21540_1
RG,High,18,None,3.5,3.932824600022286,g,21540,1,central,14,432.8246000222862,21540_1
BW,Low,1,None,1.5,1.8665045999805443,g,21540,1,central,15,366.5045999805443,21540_1
BW,Low,1,None,1,1.3341095000505447,g,21540,1,central,16,334.10950005054474,21540_1
BW,High,2,None,1,1.2854583999724127,g,21540,1,central,17,285.45839997241274,21540_1
RG,High,1,None,4.999999999999999,5.317010500002652,g,21540,1,central,18,317.0105000026533,21540_1
RG,High,1,None,4.500000000000001,4.834402899956331,g,21540,1,central,19,334.40289995632975,21540_1
BW,Low,1,None,1,1.2675075000151992,g,21540,1,central,20,267.5075000151992,21540_1
RG,Low,3,None,1,1.2851223000325263,g,21540,1,central,22,285.1223000325265,21540_1
RG,Low,2,None,3.5,3.7999428000184707,g,21540,1,central,23,299.9428000184712,21540_1
BW,Low,1,None,2.5,2.7505176999839023,g,21540,1,central,24,250.51769998390228,21540_1
RG,Low,1,None,2,2.333928299951367,g,21540,1,central,25,333.9282999513671,21540_1
BW,Low,1,None,3.0000000000000004,3.300360399996862,g,21540,1,central,26,300.36039999686136,21540_1
RG,Low,1,None,8,8.333614300005138,g,21540,1,central,27,333.6143000051379,21540_1
RG,High,2,None,4,4.317464700026903,g,21540,1,central,28,317.4647000269033,21540_1
BW,High,1,None,7,7.23477699997602,g,21540,1,central,29,234.7769999760203,21540_1
RG,High,1,None,1,1.4170472999685444,g,21540,1,central,31,417.0472999685444,21540_1
BW,Low,3,None,5.5,5.734439999971073,g,21540,1,central,32,234.43999997107312,21540_1
BW,Low,13,space,2,2.25130830000853,g,21539,4,peripheral,1,251.30830000853211,21539_4
BW,Low,1,space,6,6.26707860000897,g,21539,4,peripheral,2,267.078600008972,21539_4
BW,High,1,space,3.0000000000000004,3.26757389999693,g,21539,4,peripheral,3,267.57389999693214,21539_4
RG,High,1,space,3.5,3.8347704000189,g,21539,4,peripheral,4,334.7704000188969,21539_4
RG,High,9,space,2,2.41803340002662,g,21539,4,peripheral,5,418.03340002661616,21539_4
RG,Low,2,space,8,8.30128319998039,g,21539,4,peripheral,6,301.2831999803893,21539_4
RG,Low,0,space,3.0000000000000004,3.31825830001617,g,21539,4,peripheral,7,318.25830001616805,21539_4
BW,High,1,space,2,2.31657969998196,g,21539,4,peripheral,8,316.5796999819577,21539_4
BW,Low,1,space,1,1.36682819999987,g,21539,4,peripheral,9,366.8281999998726,21539_4
